typing_speed_cps,typing_rhythm_variance,typing_pressure_mean,swipe_velocity_mean,swipe_velocity_variance,swipe_straightness,touch_duration_mean,touch_duration_variance,touch_area_mean,hesitation_ratio,hesitation_count,correction_rate,scroll_speed_mean,gyroscope_variance,session_time_elapsed,interaction_intensity,user_id,session_id,timestamp,label,cognitive_state
4.09802849180674,24.01278050863528,0.7322151140824745,1.112847480289259,0.13396599604356874,0.9110102857485883,131.8700404334942,319.0971744206929,0.44896780874530606,0.11196141125970577,0,0.0055809616449914974,1.1037040573063086,0.004774874792662145,538.5685249606047,11,user_43a675f3,sess_1e4bfbcf0711,2026-06-01 07:59:59.816909,normal,calm
3.717041419297289,23.48162764512894,0.550649175877777,1.0900938083664045,0.12720218387552426,0.7720629273908163,97.21984503444223,628.9945297037502,0.3670004474414824,0.06327542852749253,1,0.02271660945384379,1.0574815246583467,0.009451199998945451,396.38302049239314,13,user_6aaba025,sess_11ad58668209,2026-06-01 08:00:02.108276,normal,calm
4.188613122860415,51.514159002173095,0.5562556105354741,0.8903764952464233,0.13710211228322441,0.8725014701196135,118.49862854246706,609.4417927571088,0.4178474723036193,0.04748317026587154,2,0.05776942986723809,0.4945551306636162,0.0049349542846618055,21.58087451920946,9,user_0c056fc3,sess_a9efb2535c27,2026-06-01 08:00:03.900070,normal,calm
4.713817913844815,11.703187023925834,0.4890410683103335,1.2775520340612907,0.6188494787741442,0.7725518726645692,159.7829543393645,558.9106551463545,0.4403569342831705,0.06570628668723287,0,0.020434294941222744,0.8125212620798213,0.019216440762260475,217.64653724642574,6,user_cf66144f,sess_0aaa3b8af21c,2026-06-01 08:00:06.039036,normal,calm
3.6595079751659982,18.834665863683128,0.6810444478696753,1.1690461643510992,0.045030252653845027,0.8416380008624008,146.3469197906201,735.0435524241432,0.4655126177157602,0.13741874099733067,2,0.015770289622703992,0.7571637507679069,0.026647281065888234,96.77743037559308,6,user_a6e38547,sess_5142e11d66fd,2026-06-01 08:00:08.141775,normal,focused
3.6595178258304917,29.474193435072593,0.604229934910027,1.0405460583902917,0.19097811610224977,0.8370689477797904,139.84609613109592,414.6301196231606,0.40435550049875363,0.09335139911930036,0,0.04343309627441839,0.769010145670489,0.01679061758704628,117.83676297092707,7,user_4f33590f,sess_42e8f07403c9,2026-06-01 08:00:10.094610,normal,calm
4.747527689304435,82.1042292055094,0.5558467011832671,1.721296742099395,0.07681544104442317,0.9198332843445082,115.1805100516342,423.2010519827362,0.586477903523654,0.034222756355209584,0,0.05609945234404205,0.6955147532922745,0.02654630903627803,413.5812110367655,6,user_81882848,sess_20b7d98afa10,2026-06-01 08:00:12.183313,normal,calm
4.260460837491745,51.53573529824658,0.5084935855264092,0.5922668382461266,0.07448317202685571,0.8899181119777436,173.22077061817808,1310.5961392899007,0.49282036146205027,0.03808314903613846,3,0.009563695931897438,1.060673384207175,0.015043549710427886,237.69912035669986,8,user_d80c022c,sess_276d53c173e0,2026-06-01 08:00:14.141266,normal,calm
3.5183153684390285,34.220996920592036,0.48331452387979695,0.9841588095578435,0.2946449368782588,0.7882283475127807,145.7453547126565,351.72290915805684,0.5199165823413392,0.162135059297731,1,0.019655938498154942,0.45175155955593493,0.014331045318105978,206.69332440471985,7,user_b7140a66,sess_cb0676e2a195,2026-06-01 08:00:15.966327,normal,calm
4.125536026151579,22.459489217813275,0.5818316074772759,1.0558130436327806,0.04829977698188425,0.7441304556116652,120.93547169823582,460.09975160616443,0.4389015661551109,0.17403145470805648,2,0.023872111880692957,0.9350471751725917,0.013061600646590565,282.7896721414297,15,user_f54fd185,sess_b029aef98471,2026-06-01 08:00:17.949845,normal,focused
3.5219493843125225,101.65701112161867,0.5120982361784608,0.8604056828739897,0.08561815711621941,0.8702781305186461,125.51026788976753,909.6939311043288,0.36699786740234797,0.03938752523946786,0,0.05279369475987283,0.5986421035138151,0.017454453917447658,100.11414454728771,8,user_f8ca1974,sess_a4a0421eeed5,2026-06-01 08:00:20.104889,normal,calm
3.520562147857846,31.238124749970464,0.5606985541276278,1.7644769247004959,0.1812549697603909,0.7807965499148004,108.52875863152397,777.7652207323414,0.520667264556604,0.008358411642566609,4,0.011109273270529393,0.392518866440738,0.019848038388293694,265.89950223605325,12,user_d80c022c,sess_b31fef6afdb8,2026-06-01 08:00:21.916494,normal,focused
3.9451773629396203,18.82110994656938,0.39805510633238134,1.7618392272123984,0.3404089810874827,0.7998593957257749,129.83429227895763,514.9577823719002,0.3705228470322603,0.06067557764738008,0,0.05442188976516733,0.8884224094134128,0.012636963823661734,561.9676829573202,10,user_837e17ea,sess_992fc72d5666,2026-06-01 08:00:23.945879,normal,calm
2.652031853205321,113.15857809275742,0.5076164943753044,1.0288851276463753,0.3586778046538907,0.7564103385961818,134.82687584317284,472.0229359797521,0.28817488333595265,0.19142251498753954,2,0.08915726918988466,0.9035642419898828,0.031241558751144365,478.5515231263533,7,user_f221d56e,sess_985e6baeda25,2026-06-01 08:00:26.138175,normal,focused
2.76504930049218,12.152715950639696,0.5412729682306662,1.5171841142824432,0.011587070473552787,0.8607407158472099,137.56520211367743,385.73637653003516,0.4952498417127594,0.13451261501080503,1,0.05638357317182433,1.0741943927798625,0.008352361893984191,29.822589760720515,6,user_c3583db4,sess_d60487120fc5,2026-06-01 08:00:27.853524,normal,calm
3.4626274824554164,70.04223250903227,0.6274249768643629,1.3491354160511186,0.15960548380197936,0.7812104130137495,115.4829026952388,747.6968014393199,0.38955094746385055,0.17550880806254687,1,0.02725888265679426,0.8094375324894764,0.020528738262180726,261.44996621043634,5,user_dbaf04b9,sess_4bf5bc9d0ee1,2026-06-01 08:00:29.808823,normal,calm
3.1923013277993455,32.8214037378148,0.47621407549858114,1.6140287232200894,0.12614323619178497,0.8178974987018326,83.1575165593082,663.3803967097074,0.4232590798682622,0.13225193104936256,1,0.05546276025143897,0.9903596422727244,0.0641768469222931,516.135318465689,6,user_04a28411,sess_b7b77e811aff,2026-06-01 08:00:32.181258,normal,calm
3.988548399557164,51.459296005668655,0.43113334083622534,1.1731988219754628,0.06630634137952453,0.818829816046452,126.04470865449561,278.61363798520944,0.5055191249774402,0.07827604564173556,0,0.05000997071635881,0.9768957110026106,0.009877432355963245,154.48473695561563,8,user_6a419b21,sess_a923ac19680d,2026-06-01 08:00:33.886550,normal,calm
3.2551855546872734,45.89679869613371,0.5855777809659343,1.3079021307191492,0.010424757934303397,0.8310136371948346,137.66983764826517,740.7185210586048,0.3755696786822976,0.1590775938669937,1,0.013962458161064274,0.8310981417877703,0.010731649852771846,504.21756998137954,6,user_76a44f58,sess_877a78bf1d84,2026-06-01 08:00:35.858861,normal,calm
2.952617779198825,51.00274597667106,0.5448754852283408,1.5506365055551456,0.12548814817113413,0.8596983101031788,95.53616649112004,750.7905800614928,0.32182344761310094,0.09044166224755558,0,0.09027996221743187,0.5441906666138446,0.00483400794005145,356.590316039869,6,user_7323e79c,sess_33c59c71b5f7,2026-06-01 08:00:38.035339,normal,focused
