typing_speed_cps,typing_rhythm_variance,typing_pressure_mean,swipe_velocity_mean,swipe_velocity_variance,swipe_straightness,touch_duration_mean,touch_duration_variance,touch_area_mean,hesitation_ratio,hesitation_count,correction_rate,scroll_speed_mean,gyroscope_variance,session_time_elapsed,interaction_intensity,user_id,session_id,timestamp,label,cognitive_state,drift_progress
3.836808003758955,37.14611833151417,0.5903476506026774,1.5443762187711194,0.14449413903379207,0.8453164960708938,117.11756036331167,648.6447635563559,0.5301627809497513,0.11272794471998963,1,0.05040520788835059,0.9154457860958062,0.017627759842011592,2.071096106824434,11,user_9b479aee,sess_8c9646ce763e,2026-06-01 07:59:59.944234,account_takeover,focused,0.02048618687155998
3.663478562590805,36.001050287170834,0.46498345877375125,1.2365682780477998,0.17202829956426835,0.8502478937342539,136.35102997984853,567.6031725990183,0.44107256576423837,0.11004000870078766,4,0.05151700629385839,0.9437580525459435,0.017901625714981533,3.9051690440439115,9,user_50c3838a,sess_74098841a5d5,2026-06-01 08:00:01.812823,account_takeover,focused,0.0
3.9400995420042886,36.26246187047633,0.5619760879319599,1.058862770383201,0.16420500120116285,0.8158722498150891,121.99408025446978,630.1498432755458,0.4433698704489859,0.10790604666359443,0,0.050879644433612585,0.8554387910354304,0.02028791204056566,5.882846023370149,10,user_4a164557,sess_3afe5dd33da4,2026-06-01 08:00:04.025655,account_takeover,focused,0.0
3.304489537247674,32.63093226857184,0.5072248226879742,1.0553189948232855,0.20766931395134677,0.7851171115308845,110.43633050513424,583.2590459589095,0.3706299843896543,0.10905060519161384,3,0.04985805476873139,0.9512410919736787,0.017482933204276383,8.055928428636133,9,user_c4dcc5e7,sess_95a9d28274d5,2026-06-01 08:00:06.150929,account_takeover,focused,0.0070107466314505516
3.717497479699332,35.48383005492434,0.5929553900186968,1.2543725394623024,0.14044760088615588,0.8446016907089048,123.58185385140582,599.9029817261827,0.4225730116081319,0.09929286184719176,0,0.04860244537977089,0.8194637373575452,0.016769480389862736,10.226307022074646,10,user_6c003b7f,sess_475d5a53d19b,2026-06-01 08:00:07.815347,account_takeover,focused,0.04876089321957916
3.579221114038761,32.594966031059926,0.5200972327267184,1.3337247790397257,0.18466777314848187,0.8409310971424953,121.70478505624675,604.7997137238538,0.433285213665119,0.10311335721185969,2,0.05066850191683403,0.5880675537307558,0.01899481032974868,12.083354716005601,9,user_ba169269,sess_b7e524b2c8ae,2026-06-01 08:00:09.931942,account_takeover,focused,0.0
3.8021862322098805,32.754591123997656,0.5019671160255732,1.1303119677795177,0.1580940343000484,0.7599568961259292,138.53602759385078,574.6646335995999,0.3968597359905909,0.10718161889918712,0,0.04986078781698717,0.7336350519695602,0.01967025699749668,14.154747327511874,10,user_4430d594,sess_527a0a13e095,2026-06-01 08:00:12.123561,account_takeover,focused,0.013498517485006554
3.2429112887560807,37.741331187417856,0.4398020965149943,1.2906827297829282,0.1581467253002718,0.8419223974416158,114.28003109786248,606.2864164607195,0.45633455291532826,0.10362640692176413,3,0.05171231341803195,0.7309625620401342,0.027007729882870535,16.274895437254695,12,user_3b09b70b,sess_7137d5ab4498,2026-06-01 08:00:13.941366,account_takeover,focused,0.0
4.1443346694551835,32.504212421751106,0.5936644131344885,1.2196147921833622,0.12377872530296011,0.8184106751948871,114.64933006102346,609.2599880070677,0.47579430931277145,0.1081506812566641,3,0.04994496939086567,0.8042585830521471,0.021327538421962142,18.44370159539603,8,user_124dcbee,sess_433b6cf5a48f,2026-06-01 08:00:15.936962,account_takeover,focused,0.03953542525059409
3.5133727509856816,42.299477256145856,0.4770530678812972,1.1250611403378854,0.2021085077251762,0.8003583478571478,99.0340976150897,666.8715995846127,0.432156126238975,0.10000687587948774,3,0.04973823636637954,0.6391973430554664,0.021913882464100875,20.482006682216365,12,user_e51573d7,sess_82bb6bbd6aa3,2026-06-01 08:00:18.047675,account_takeover,focused,0.00889194504316601
