typing_speed_cps,typing_rhythm_variance,typing_pressure_mean,swipe_velocity_mean,swipe_velocity_variance,swipe_straightness,touch_duration_mean,touch_duration_variance,touch_area_mean,hesitation_ratio,hesitation_count,correction_rate,scroll_speed_mean,gyroscope_variance,session_time_elapsed,interaction_intensity,user_id,session_id,timestamp,label,cognitive_state,stress_level
1.1387354229640572,204.55872181130115,0.6376421694181356,0.5401296877539972,0.27839987369043695,0.4589288879216504,264.82670505842475,2150.5540658586356,0.537370497202473,0.36572096697951806,8,0.1833168130236613,0.5739403570008276,0.037794243030616265,3.351131262186466,6,user_274e1e3d,sess_6d83c35faecd,2026-06-01 07:59:59.933184,social_engineering,focused,0.2417139731932544
1.2121543312692096,157.69277239475775,0.6769243463715683,0.4328464954003341,0.5818687758857028,0.6207679254181605,207.91137834037306,2853.4277580309213,0.47920341930234595,0.34315736102127226,5,0.32400315883380504,0.25237446491562404,0.04574199487775344,6.561795292195361,2,user_bb28b75c,sess_c937e9844e6a,2026-06-01 08:00:01.841772,social_engineering,distressed,0.4241746950311709
1.768697388143877,115.66819305268959,0.8460980385821125,0.4872521926889876,0.19532114056824434,0.7672998178670413,263.43670798369806,887.1129011336038,0.4413588700039459,0.26986157096568036,7,0.2515683874570586,0.15870594232509944,0.04408676658826082,9.066745441039808,11,user_dabbb2ce,sess_b43622a06ebc,2026-06-01 08:00:04.070545,social_engineering,focused,0.21057397711959755
1.6453280931463954,76.92182272122585,0.6452500001521593,0.6225038963466943,0.2690328746446209,0.7589321165697223,152.78474692585525,1932.0932643461645,0.5176584618021055,0.3132340490110651,5,0.14893217975126188,0.4255852771376756,0.044316761446172095,12.459907749257455,3,user_8e823d86,sess_9499b1f59cde,2026-06-01 08:00:06.063248,social_engineering,distressed,0.30000178591094356
2.054564241736837,254.05379665641956,0.6901825345778103,0.48590604891605527,0.3561090930515137,0.5969965372231669,189.43817821956213,2722.7479567952996,0.4608211523687833,0.3844860401008674,9,0.17467085849261937,0.19853325097776037,0.033026379576013995,16.00147287923689,2,user_79d3e958,sess_abc1d0d7e3b3,2026-06-01 08:00:08.196825,social_engineering,distressed,0.36699768296178314
2.7783336901498554,191.8788295740711,0.7771508417729865,0.4529872031006337,0.4180063098697118,0.7180323031741798,182.69087307381272,539.3894738478537,0.5097045467629723,0.28137569799748813,5,0.24540778702192925,0.30308986809713745,0.037160074495745654,19.788776210927345,4,user_8f718df5,sess_f374752eeb35,2026-06-01 08:00:10.180464,social_engineering,focused,0.12573932050784542
1.1689423916813297,66.09433192924706,0.7045492185901185,0.5951286544902155,0.2949922984767429,0.546981448594821,147.22955198976317,2103.892667572145,0.37665048280703395,0.31549295578850917,2,0.15460438765331874,0.33876389887519925,0.041061975456572544,23.462879994204407,4,user_8a3d03a1,sess_32c257a3fb24,2026-06-01 08:00:12.035490,social_engineering,distressed,0.30878684428733266
1.1402173012702526,39.9094676710584,0.6304829975351439,0.642723523737784,0.30378979499160164,0.581714570136558,198.0445351505876,1841.5686259458892,0.5216781617123524,0.23198302981371674,3,0.07488545135223121,0.4040171969597425,0.018068319246732287,27.271581214050517,7,user_057d6cdb,sess_22a63cdf4e29,2026-06-01 08:00:14.038353,social_engineering,focused,0.14305135208738495
1.1063249753617872,86.30526223753807,0.6810561199723874,0.7046414073328494,0.35751101277419545,0.6812729462799927,162.39577684180682,857.9839520028492,0.5317721282409145,0.1925750371364666,4,0.12418551628810895,0.34251843840118357,0.0325125748180317,29.910482805104504,4,user_464898c2,sess_a568bf4d5e88,2026-06-01 08:00:15.894692,social_engineering,focused,0.1
1.982969875774473,77.53704458807442,0.6826283440309189,0.7443011624690934,0.40580620144796414,0.6847524596746829,222.2340948737679,1785.9633504494022,0.43247362306279447,0.2285666896370074,8,0.09263920616381495,0.34403458788954966,0.024060756587398476,32.51744301215687,4,user_46fd4c15,sess_19b7cfcb80cd,2026-06-01 08:00:18.033449,social_engineering,focused,0.12367878962055379
